B6	B1	3
B6	B5	7
B6	B3	4
B6	B7	3
B4	B1	3
B4	B5	3
B4	B3	5
B4	B7	2
B3	B1	0
B3	B5	0
B3	B7	0
B1	B5	1
B1	B3	2
B1	B7	0
B2	B1	3
B2	B5	13
B2	B3	8
B2	B7	5
B7	B1	3
B7	B5	3
B7	B3	5
B5	B1	1
B5	B3	2
B5	B7	0
