B2	B3	12
B2	B7	4
B2	B1	7
B2	B5	7
B3	B7	1
B3	B1	1
B3	B5	4
B6	B3	15
B6	B7	5
B6	B1	10
B6	B5	7
B4	B3	0
B4	B7	0
B4	B1	0
B4	B5	0
B7	B3	9
B7	B1	5
B7	B5	12
B5	B3	6
B5	B7	2
B5	B1	1
B1	B3	12
B1	B7	4
B1	B5	6
