B3	B7	0
B3	B5	0
B3	B6	0
B3	B2	0
B7	B5	0
B7	B3	5
B7	B6	0
B7	B2	0
B5	B7	0
B5	B3	3
B5	B6	0
B5	B2	0
B1	B7	0
B1	B5	0
B1	B3	0
B1	B6	0
B1	B2	0
